DeviceID,Timestamp,Temp_C,Humidity,Pressure,Vibration,Voltage,Current,Power,SignalStrength,Battery,ErrorCode,Latitude,Longitude,Location,Firmware,UptimeSec,MaintenanceDueDays,Status
Dev1022,2024-11-21,27.22,50.41,1032.19,0.184,3.409,0.662,99.21,78,19.0,Ok,8.912317,92.320068,Outdoor,V1.0,1970-01-01 00:00:00.000270004,246,Fault
Dev1037,2024-07-01,47.05,92.85,954.71,3.658,3.696,0.717,63.55,76,37.0,Ok,12.913032,89.581438,Warehouse,V3.0,1970-01-01 00:00:00.000469021,245,Idle
Dev1044,2024-09-24,46.75,96.93,1032.39,0.64,4.37,1.941,8.95,57,42.0,Warn,8.846729,74.980997,Plant1,V2.7,1970-01-01 00:00:00.000918757,271,Active
Dev1028,2024-09-13,10.22,67.43,1034.72,1.441,3.046,0.088,46.0,82,57.0,Warn,12.994399,83.036328,Plant2,V2.3,1970-01-01 00:00:00.000846067,342,Fault
Dev1025,2024-07-01,-5.19,8.84,1034.19,0.287,4.373,0.581,82.81,92,18.0,E3,33.857254,86.141793,Warehouse,V4.1,1970-01-01 00:00:00.000909681,214,Fault
Dev1025,2024-10-27,48.31,43.36,1003.25,3.081,4.557,0.762,96.54,73,21.0,Ok,22.099533,83.2357,Outdoor,V3.0,1970-01-01 00:00:00.000548433,294,Idle
Dev1041,2024-03-19,30.82,65.1,956.12,1.686,4.385,0.861,36.91,60,72.0,Ok,27.927109,89.569139,Warehouse,V2.7,1970-01-01 00:00:00.000884958,36,Active
Dev1009,2024-09-24,-1.04,29.63,960.68,1.061,4.08,0.668,96.63,89,88.0,E2,16.860187,85.822899,Plant1,V4.0,1970-01-01 00:00:00.000553615,90,Idle
Dev1015,2024-07-01,6.36,23.32,998.46,3.941,4.742,1.796,74.4,12,36.0,Ok,27.193818,82.364383,Warehouse,V3.9,1970-01-01 00:00:00.000648340,139,Idle
Dev1041,2024-07-01,46.82,5.24,975.41,1.015,3.725,1.678,16.69,19,85.0,E1,28.383354,93.604001,Warehouse,V5.0,1970-01-01 00:00:00.000969418,85,Active
Dev1041,2024-09-24,0.26,68.38,961.17,4.986,4.032,1.784,18.15,14,45.0,Warn,32.103285,85.937138,Plant2,V2.6,1970-01-01 00:00:00.000773812,260,Fault
Dev1029,2024-10-27,-8.08,95.68,950.91,1.363,3.829,0.802,46.5,27,6.0,E1,13.6316,84.517981,Warehouse,V1.2,1970-01-01 00:00:00.000878600,244,Active
Dev1043,2024-07-01,4.43,66.72,1009.14,3.8,4.894,0.955,76.07,82,74.0,E2,35.468058,87.677768,Plant1,V5.7,1970-01-01 00:00:00.000731089,70,Idle
Dev1031,2024-11-02,24.05,54.24,1044.32,4.853,4.617,0.617,56.5,71,27.0,E1,27.291445,75.139303,Warehouse,V2.6,1970-01-01 00:00:00.000862966,260,Fault
Dev1011,2024-12-29,38.22,89.75,1004.69,4.691,4.03,0.552,89.75,19,13.0,Warn,28.837146,78.547185,Plant1,V3.5,1970-01-01 00:00:00.000061910,100,Fault
Dev1041,2024-10-27,10.95,76.03,1017.96,0.639,4.242,0.108,97.89,30,15.0,E3,13.742168,72.767988,Outdoor,V3.9,1970-01-01 00:00:00.000168966,21,Idle
Dev1028,2024-10-27,-3.68,62.36,1030.83,1.26,3.191,0.34,97.1,82,38.0,Ok,32.730591,79.139344,Warehouse,V2.9,1970-01-01 00:00:00.000251502,98,Fault
Dev1030,2024-02-10,-3.54,95.59,1016.77,0.019,3.902,0.223,69.64,63,11.0,Warn,34.410977,91.306165,Warehouse,V5.7,1970-01-01 00:00:00.000541811,361,Active
Dev1049,2024-07-01,29.92,41.46,965.34,0.067,3.175,0.54,61.89,22,85.0,E3,23.498104,80.168029,Plant1,V5.4,1970-01-01 00:00:00.000694587,125,Active
Dev1006,2024-10-27,-6.78,7.23,1005.2,1.42,3.272,0.142,26.94,80,82.0,Ok,26.3803,89.711574,Warehouse,V2.8,1970-01-01 00:00:00.000282794,205,Fault
Dev1007,2024-02-10,28.02,15.53,959.34,1.014,3.151,0.841,81.7,84,45.0,Ok,14.851058,94.55707,Plant1,V1.9,1970-01-01 00:00:00.000796854,144,Active
Dev1009,2024-07-01,29.29,48.96,1043.58,2.545,4.117,1.4,29.99,47,81.0,E2,34.467108,84.978673,Warehouse,V3.1,1970-01-01 00:00:00.000903923,132,Active
Dev1044,2024-07-01,9.65,64.57,953.78,3.207,4.455,1.728,13.74,28,0.0,E2,14.760804,75.793803,Plant1,V4.0,1970-01-01 00:00:00.000558042,175,Fault
Dev1037,2024-12-29,59.65,36.9,1032.57,4.304,3.13,1.343,11.16,74,49.0,E1,23.597268,72.950442,Plant1,V1.7,1970-01-01 00:00:00.000369376,78,Idle
Dev1025,2024-10-27,-9.01,83.88,988.66,1.663,3.068,0.726,85.49,75,90.0,Ok,35.942025,91.330132,Outdoor,V1.6,1970-01-01 00:00:00.000541866,280,Idle
Dev1042,2024-12-29,49.05,33.26,997.93,2.502,4.487,0.339,19.86,27,70.0,Warn,31.393513,68.016209,Plant2,V4.7,1970-01-01 00:00:00.000395497,65,Active
Dev1005,2024-10-27,10.61,2.15,1003.89,3.474,3.559,0.864,19.46,87,25.0,Ok,19.692017,81.847668,Plant1,V2.0,1970-01-01 00:00:00.000495384,58,Active
Dev1031,2024-12-29,40.31,95.77,972.7,3.736,3.903,1.746,67.88,35,43.0,Ok,30.675062,87.260966,Plant2,V1.6,1970-01-01 00:00:00.000981764,230,Idle
Dev1037,2024-09-24,44.32,1.8,984.27,3.549,3.098,1.161,73.51,4,75.0,Ok,21.94767,93.853711,Plant1,V1.5,1970-01-01 00:00:00.000203809,87,Fault
Dev1003,2024-04-18,53.04,34.24,1006.25,2.212,3.261,0.093,38.47,32,19.0,Warn,32.497519,94.735867,Warehouse,V2.1,1970-01-01 00:00:00.000575104,165,Fault
Dev1032,2024-02-10,23.87,24.15,1016.96,2.278,3.279,1.432,67.1,57,12.0,Warn,24.921894,96.056687,Plant1,V1.3,1970-01-01 00:00:00.000282582,345,Idle
Dev1030,2024-02-10,-5.11,34.39,982.29,1.374,4.239,1.778,15.86,49,61.0,Ok,30.48024,94.753628,Plant1,V2.8,1970-01-01 00:00:00.000876904,277,Active
Dev1049,2024-07-01,55.73,54.11,1030.64,1.283,3.536,1.71,10.82,18,25.0,Warn,17.052451,73.26411,Warehouse,V3.1,1970-01-01 00:00:00.000077066,141,Fault
Dev1041,2024-02-10,43.5,70.48,963.39,2.461,4.859,1.444,12.12,53,31.0,E1,20.354255,68.884979,Plant1,V3.3,1970-01-01 00:00:00.000616357,338,Active
Dev1031,2024-07-01,59.33,73.16,1040.66,1.41,4.949,0.644,12.04,38,88.0,E3,34.634061,80.130567,Warehouse,V2.9,1970-01-01 00:00:00.000649482,109,Idle
Dev1005,2024-02-10,2.17,45.25,971.09,2.309,3.389,0.248,0.36,34,23.0,Ok,11.721639,71.766227,Warehouse,V1.5,1970-01-01 00:00:00.000496533,210,Fault
Dev1030,2024-02-10,41.52,71.25,963.8,1.149,3.621,1.169,48.64,85,98.0,E1,15.403985,86.221481,Warehouse,V5.0,1970-01-01 00:00:00.000633563,136,Idle
Dev1031,2024-12-29,11.96,0.79,989.76,0.697,3.223,1.633,57.58,80,32.0,E2,14.727819,73.285034,Warehouse,V3.5,1970-01-01 00:00:00.000408407,292,Fault
Dev1002,2024-10-27,0.89,9.29,992.38,4.796,3.732,0.357,25.6,55,57.0,Ok,21.375667,82.268093,Plant1,V3.0,1970-01-01 00:00:00.000296975,99,Idle
Dev1031,2024-07-01,14.81,19.6,1018.58,0.725,4.233,1.436,9.36,35,58.0,E2,30.59289,79.746177,Plant2,V4.8,1970-01-01 00:00:00.000932007,166,Idle
Dev1010,2024-09-24,7.0,47.86,1028.57,4.126,4.909,1.678,78.85,33,84.0,Warn,20.300628,91.457934,Plant2,V5.2,1970-01-01 00:00:00.000962723,230,Fault
Dev1005,2024-07-01,34.75,90.68,1012.87,4.889,4.906,1.605,31.85,97,71.0,E3,30.151566,80.269849,Warehouse,V1.8,1970-01-01 00:00:00.000393908,234,Idle
Dev1028,2024-09-24,53.49,57.06,972.91,3.774,3.36,1.254,80.35,89,9.0,E3,13.639177,84.415949,Warehouse,V2.8,1970-01-01 00:00:00.000673264,45,Idle
Dev1013,2024-10-26,1.99,29.38,999.6,0.708,4.504,1.661,95.65,28,8.0,E1,12.385626,85.596271,Warehouse,V4.8,1970-01-01 00:00:00.000437655,8,Fault
Dev1009,2024-10-13,43.55,36.53,989.35,0.541,4.529,1.709,83.74,21,72.0,E2,30.52511,76.164457,Warehouse,V2.4,1970-01-01 00:00:00.000224323,124,Idle
Dev1022,2024-10-26,6.96,26.02,993.59,3.172,3.042,0.528,87.2,35,73.0,E1,20.340281,90.191654,Warehouse,V3.9,1970-01-01 00:00:00.000619538,92,Fault
Dev1022,2024-09-24,-7.35,96.98,1013.7,2.783,4.455,1.785,25.51,53,50.0,E1,16.296827,78.47632,Outdoor,V1.4,1970-01-01 00:00:00.000457195,219,Active
Dev1011,2024-09-24,0.25,26.57,975.89,0.089,3.797,1.893,83.85,51,41.0,Warn,25.853491,77.095273,Plant2,V2.6,1970-01-01 00:00:00.000444311,277,Idle
Dev1028,2024-04-04,9.27,14.39,1049.2,1.691,4.793,0.425,94.07,42,35.0,Ok,22.043243,83.005637,Plant1,V3.0,1970-01-01 00:00:00.000916214,137,Idle
Dev1034,2024-10-27,39.08,8.9,992.12,2.987,3.347,0.926,3.61,70,22.0,Ok,24.298173,84.174767,Plant1,V5.9,1970-01-01 00:00:00.000077060,0,Idle
Dev1006,2024-07-01,2.57,21.43,1023.0,1.695,4.332,0.328,92.63,92,26.0,Ok,23.919064,91.274447,Plant2,V5.0,1970-01-01 00:00:00.000396701,211,Fault
Dev1006,2024-03-03,41.38,17.77,1000.22,1.857,3.919,1.288,66.37,28,83.0,Warn,13.414869,89.733353,Outdoor,V1.7,1970-01-01 00:00:00.000452044,186,Idle
Dev1044,2024-07-01,-2.93,10.63,1001.11,3.648,4.346,1.818,76.7,65,99.0,E2,27.030363,92.644321,Warehouse,V4.7,1970-01-01 00:00:00.000499219,111,Fault
Dev1031,2024-11-04,39.08,79.05,971.53,1.817,4.326,1.488,6.47,6,10.0,Ok,17.655282,93.959521,Warehouse,V2.8,1970-01-01 00:00:00.000605053,183,Idle
Dev1035,2024-10-27,50.5,74.01,980.02,2.02,3.846,1.246,95.61,81,83.0,E2,23.861972,75.201389,Warehouse,V2.9,1970-01-01 00:00:00.000455658,346,Active
Dev1044,2024-07-01,-2.61,37.34,960.6,0.954,3.532,0.881,32.17,36,14.0,E2,9.441506,77.395301,Outdoor,V1.1,1970-01-01 00:00:00.000025827,216,Active
Dev1013,2024-10-27,56.87,3.84,1009.96,3.889,3.125,1.532,46.09,99,42.0,E2,19.6403,82.988778,Outdoor,V5.0,1970-01-01 00:00:00.000748531,206,Fault
Dev1034,2024-02-10,46.05,28.61,1012.56,0.725,4.51,0.356,93.16,38,3.0,E1,14.645727,68.000861,Warehouse,V3.6,1970-01-01 00:00:00.000543176,138,Idle
Dev1022,2024-03-03,35.78,71.95,987.67,0.429,3.356,1.637,93.12,88,49.0,Ok,30.143176,76.612222,Warehouse,V2.8,1970-01-01 00:00:00.000297546,167,Idle
Dev1006,2024-09-24,1.13,64.04,999.8,4.901,4.233,0.807,60.53,73,42.0,Ok,19.101007,92.297103,Warehouse,V1.8,1970-01-01 00:00:00.000722387,11,Idle
Dev1043,2024-12-29,42.12,11.79,951.52,4.702,4.883,0.401,69.67,21,4.0,Warn,25.570224,82.940393,Plant2,V2.9,1970-01-01 00:00:00.000800843,277,Active
Dev1000,2024-09-24,59.7,44.43,1011.89,2.968,3.68,1.165,0.73,40,45.0,E1,21.444145,85.543836,Plant1,V5.6,1970-01-01 00:00:00.000974630,63,Idle
Dev1041,2024-07-01,53.12,29.13,991.04,2.993,3.482,0.783,37.48,76,31.0,E2,25.815852,85.916381,Plant2,V3.1,1970-01-01 00:00:00.000265092,122,Idle
Dev1034,2024-10-27,43.45,43.73,988.47,3.667,3.773,1.813,66.74,50,24.0,E3,19.383179,69.064223,Outdoor,V5.0,1970-01-01 00:00:00.000677456,346,Fault
Dev1049,2024-07-01,40.88,93.31,953.92,2.574,4.75,0.968,62.94,92,52.0,Ok,22.052501,95.682642,Plant2,V3.8,1970-01-01 00:00:00.000268705,85,Idle
Dev1015,2024-02-10,26.58,71.09,1006.75,1.057,3.843,0.883,87.08,37,18.0,Warn,12.735012,81.696987,Outdoor,V2.3,1970-01-01 00:00:00.000457000,243,Fault
Dev1033,2024-09-24,9.59,32.93,979.57,3.569,3.933,0.656,39.99,6,91.0,E1,27.096316,82.74537,Plant2,V1.5,1970-01-01 00:00:00.000725747,38,Active
Dev1022,2024-09-24,34.48,52.2,1006.6,3.455,3.15,1.44,86.46,58,93.0,E2,11.097321,69.0474,Plant2,V1.4,1970-01-01 00:00:00.000609093,338,Fault
Dev1010,2024-07-01,49.79,90.21,1043.26,4.649,4.195,0.591,90.15,58,3.0,E3,18.317933,68.455639,Warehouse,V2.9,1970-01-01 00:00:00.000907319,224,Idle
Dev1037,2024-09-24,19.05,88.66,1006.09,1.568,3.917,0.302,85.03,76,92.0,E1,9.745141,70.314996,Warehouse,V2.5,1970-01-01 00:00:00.000499520,122,Idle
Dev1049,2024-02-10,-9.47,38.51,1003.31,3.348,3.655,1.427,33.49,56,88.0,E3,35.49943,82.406581,Warehouse,V5.6,1970-01-01 00:00:00.000994408,104,Idle
Dev1009,2024-09-24,54.47,7.53,999.82,1.003,4.469,1.413,41.99,81,19.0,E1,19.285351,86.42963,Plant2,V2.0,1970-01-01 00:00:00.000018805,288,Active
Dev1043,2024-12-29,-5.56,67.23,990.52,0.814,3.114,1.529,26.44,87,35.0,E3,11.639073,75.848153,Outdoor,V5.7,1970-01-01 00:00:00.000321857,129,Idle
Dev1009,2024-07-01,31.26,96.02,991.86,1.789,3.825,0.835,16.37,1,66.0,E1,18.409598,82.10954,Plant1,V5.7,1970-01-01 00:00:00.000371338,214,Idle
Dev1033,2024-11-01,35.98,41.37,954.6,4.14,4.449,0.958,85.8,92,59.0,E3,21.114994,93.584585,Warehouse,V5.2,1970-01-01 00:00:00.000854677,269,Fault
Dev1031,2024-03-19,38.94,42.14,952.7,4.413,4.103,1.456,20.4,64,86.0,Ok,16.493516,74.819279,Warehouse,V3.0,1970-01-01 00:00:00.000457014,350,Active
Dev1033,2024-10-27,23.85,56.33,988.68,1.007,4.251,0.828,12.77,26,54.0,E1,12.421526,86.417749,Plant2,V1.9,1970-01-01 00:00:00.000435013,363,Fault
Dev1022,2024-10-27,13.09,60.02,960.39,2.346,3.644,1.407,60.43,40,24.0,Ok,15.872865,91.430197,Outdoor,V1.9,1970-01-01 00:00:00.000156318,89,Idle
Dev1034,2024-02-10,-7.07,84.26,1010.89,2.499,4.078,0.92,80.91,19,27.0,Ok,18.77443,92.525491,Warehouse,V5.4,1970-01-01 00:00:00.000813852,79,Fault
Dev1035,2024-09-24,39.86,95.71,1044.33,1.203,3.844,0.507,65.77,55,29.0,E1,33.919806,90.622087,Warehouse,V2.8,1970-01-01 00:00:00.000757842,250,Fault
Dev1030,2024-03-19,31.71,48.76,996.2,2.156,4.486,1.331,92.36,36,76.0,Ok,28.373996,78.294805,Warehouse,V2.8,1970-01-01 00:00:00.000951392,338,Active
Dev1030,2024-09-24,9.39,15.31,999.68,0.242,4.084,0.999,84.44,85,32.0,E3,33.919816,81.520154,Outdoor,V4.1,1970-01-01 00:00:00.000720283,318,Idle
Dev1032,2024-10-26,-4.23,34.07,968.01,2.323,4.929,0.868,94.64,45,49.0,E3,11.337649,94.215579,Plant1,V3.3,1970-01-01 00:00:00.000009654,170,Idle
Dev1037,2024-07-01,36.53,7.3,987.45,4.624,3.002,0.895,31.04,42,83.0,E2,19.156607,92.364169,Outdoor,V5.4,1970-01-01 00:00:00.000314152,350,Active
Dev1033,2024-10-26,24.52,34.08,988.0,3.133,3.713,0.893,83.49,42,31.0,E2,18.882603,74.219932,Outdoor,V1.7,1970-01-01 00:00:00.000632564,241,Idle
Dev1029,2024-02-10,35.13,52.11,1017.14,4.849,4.998,0.449,90.48,23,37.0,E3,18.672924,70.500999,Plant2,V4.1,1970-01-01 00:00:00.000612110,305,Active
Dev1035,2024-09-24,21.83,97.5,960.51,0.34,3.267,1.875,41.92,72,95.0,E1,24.42418,78.493677,Outdoor,V2.2,1970-01-01 00:00:00.000636578,285,Active
